path,name,cisagov
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, CABs","[cisagov] GSA, CABs","{'name': 'GSA, CABs', 'records': [{'domain_name': 'CSUSOP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, CABs', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, ECPIC","[cisagov] GSA, FAS, ECPIC","{'name': 'GSA, FAS, ECPIC', 'records': [{'domain_name': 'ECPIC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, ECPIC', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] Office of Government-wide Policy,[cisagov] Office of Government-wide Policy,"{'name': 'Office of Government-wide Policy', 'records': [{'domain_name': 'EVALUATION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'Office of Government-wide Policy', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] Technology Transformation Services,[cisagov] Technology Transformation Services,"{'name': 'Technology Transformation Services', 'records': [{'domain_name': 'FAC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'Technology Transformation Services', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'fac@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IDI, ECAS II","[cisagov] GSA, IDI, ECAS II","{'name': 'GSA, IDI, ECAS II', 'records': [{'domain_name': 'FACA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, ECAS II', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FEDROOMS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, ECAS II', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'GSA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, ECAS II', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'GSATEST2.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, ECAS II', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IDI, Enterprise Application Services","[cisagov] GSA, IDI, Enterprise Application Services","{'name': 'GSA, IDI, Enterprise Application Services', 'records': [{'domain_name': 'FACADATABASE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, Enterprise Application Services', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IC, FAI","[cisagov] GSA, IC, FAI","{'name': 'GSA, IC, FAI', 'records': [{'domain_name': 'FAI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, FAI', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ, IAE","[cisagov] GSA, IQ, IAE","{'name': 'GSA, IQ, IAE', 'records': [{'domain_name': 'FAPIIS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, IAE', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-CAP","[cisagov] GSA, IQ-CAP","{'name': 'GSA, IQ-CAP', 'records': [{'domain_name': 'FBF.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-CAP', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] General Services Administration ,[cisagov] General Services Administration ,"{'name': 'General Services Administration ', 'records': [{'domain_name': 'FCSM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration ', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'STATSPOLICY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration ', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ, eRulemaking","[cisagov] GSA, IQ, eRulemaking","{'name': 'GSA, IQ, eRulemaking', 'records': [{'domain_name': 'FDMS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, eRulemaking', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'REGULATIONS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, eRulemaking', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ, CAT","[cisagov] GSA, IQ, CAT","{'name': 'GSA, IQ, CAT', 'records': [{'domain_name': 'FEDIDCARD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, CAT', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'WDOL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, CAT', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IC, OGP WebPortfolio","[cisagov] GSA, IC, OGP WebPortfolio","{'name': 'GSA, IC, OGP WebPortfolio', 'records': [{'domain_name': 'FMI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP WebPortfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, TTS, Federalist","[cisagov] GSA, TTS, Federalist","{'name': 'GSA, TTS, Federalist', 'records': [{'domain_name': 'FPC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS, Federalist', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-FPDS-FPDS Portal","[cisagov] GSA, IQ-FPDS-FPDS Portal","{'name': 'GSA, IQ-FPDS-FPDS Portal', 'records': [{'domain_name': 'FPDS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-FPDS-FPDS Portal', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, Q-FPKI","[cisagov] GSA, Q-FPKI","{'name': 'GSA, Q-FPKI', 'records': [{'domain_name': 'FPKI-LAB.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, Q-FPKI', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FPKI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, Q-FPKI', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IDI-EAS-SF-FRPG","[cisagov] GSA, IDI-EAS-SF-FRPG","{'name': 'GSA, IDI-EAS-SF-FRPG', 'records': [{'domain_name': 'FRPG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI-EAS-SF-FRPG', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-FSD-FSD Portal","[cisagov] GSA, IQ-FSD-FSD Portal","{'name': 'GSA, IQ-FSD-FSD Portal', 'records': [{'domain_name': 'FSD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-FSD-FSD Portal', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-ESRS-FSRS","[cisagov] GSA, IQ-ESRS-FSRS","{'name': 'GSA, IQ-ESRS-FSRS', 'records': [{'domain_name': 'FSRS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-ESRS-FSRS', 'city': 'Crystal City', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-GSAAdvantage-Main","[cisagov] GSA, IQ-GSAAdvantage-Main","{'name': 'GSA, IQ-GSAAdvantage-Main', 'records': [{'domain_name': 'GSAADVANTAGE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-GSAAdvantage-Main', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ-SASy-GSAAuctions","[cisagov] GSA, IQ-SASy-GSAAuctions","{'name': 'GSA, IQ-SASy-GSAAuctions', 'records': [{'domain_name': 'GSAAUCTIONS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ-SASy-GSAAuctions', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA Office of Inspector General,[cisagov] GSA Office of Inspector General,"{'name': 'GSA Office of Inspector General', 'records': [{'domain_name': 'GSAIG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA Office of Inspector General', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'scott.nelson@gsaig.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IQ, Clearpath","[cisagov] GSA, IQ, Clearpath","{'name': 'GSA, IQ, Clearpath', 'records': [{'domain_name': 'GSAXCESS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IQ, Clearpath', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, Office of Government-wide Policy","[cisagov] GSA, Office of Government-wide Policy","{'name': 'GSA, Office of Government-wide Policy', 'records': [{'domain_name': 'ITDASHBOARD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, Office of Government-wide Policy', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA Technology Transformation Services,[cisagov] GSA Technology Transformation Services,"{'name': 'GSA Technology Transformation Services', 'records': [{'domain_name': 'MADEINAMERICA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA Technology Transformation Services', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] U.S General Services Administration ,[cisagov] U.S General Services Administration ,"{'name': 'U.S General Services Administration ', 'records': [{'domain_name': 'PAYMENTACCURACY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'U.S General Services Administration ', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, FPKI","[cisagov] GSA, FAS, FPKI","{'name': 'GSA, FAS, FPKI', 'records': [{'domain_name': 'PKI-LAB.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, FPKI', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PKI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, FPKI', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, Integrated Award Environment","[cisagov] GSA, FAS, Integrated Award Environment","{'name': 'GSA, FAS, Integrated Award Environment', 'records': [{'domain_name': 'PPIRS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, Integrated Award Environment', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA,[cisagov] GSA,"{'name': 'GSA', 'records': [{'domain_name': 'PPMS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA,FAS,Technology Transformation ServiceService Administration","[cisagov] GSA,FAS,Technology Transformation ServiceService Administration","{'name': 'GSA,FAS,Technology Transformation ServiceService Administration', 'records': [{'domain_name': 'PRESIDENTIALINNOVATIONFELLOWS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation ServiceService Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IDI, Presidential Transition Team","[cisagov] GSA, IDI, Presidential Transition Team","{'name': 'GSA, IDI, Presidential Transition Team', 'records': [{'domain_name': 'PTT.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IDI, Presidential Transition Team', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
