cisagov_city,cisagov_domain_name,cisagov_domain_type,cisagov_match_threshold,cisagov_name,cisagov_parent,cisagov_security_contact_email,cisagov_state,opmgov_employment,opmgov_match_threshold,opmgov_name,opmgov_parent,opmgov_type,usagov_acronym,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_link,usagov_email_title,usagov_forms_link,usagov_forms_title,usagov_government_branch,usagov_local_offices_0_link,usagov_local_offices_0_title,usagov_local_offices_10_link,usagov_local_offices_10_title,usagov_local_offices_11_link,usagov_local_offices_11_title,usagov_local_offices_12_link,usagov_local_offices_12_title,usagov_local_offices_13_link,usagov_local_offices_13_title,usagov_local_offices_14_link,usagov_local_offices_14_title,usagov_local_offices_15_link,usagov_local_offices_15_title,usagov_local_offices_16_link,usagov_local_offices_16_title,usagov_local_offices_17_link,usagov_local_offices_17_title,usagov_local_offices_1_link,usagov_local_offices_1_title,usagov_local_offices_2_link,usagov_local_offices_2_title,usagov_local_offices_3_link,usagov_local_offices_3_title,usagov_local_offices_4_link,usagov_local_offices_4_title,usagov_local_offices_5_link,usagov_local_offices_5_title,usagov_local_offices_6_link,usagov_local_offices_6_title,usagov_local_offices_7_link,usagov_local_offices_7_title,usagov_local_offices_8_link,usagov_local_offices_8_title,usagov_local_offices_9_link,usagov_local_offices_9_title,usagov_main_address,usagov_name,usagov_parent,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_sms_0,usagov_sms_1,usagov_toll_free_0,usagov_toll_free_1,usagov_toll_free_2,usagov_toll_free_3,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title,usagov_website_4_link,usagov_website_4_title
,,,,,,,,,,,,,,https://www.rd.usda.gov/contact-us/national-office/rhs,Contact the Rural Housing Service,,,,,,,,,,,,,,,,,The Rural Housing Service provides grants and loans for housing and community facilities in rural areas of the U.S.,,,https://www.rd.usda.gov/resources/forms,Rural Housing Service Forms,Executive Department Sub-Office/Agency/Bureau,https://www.rd.usda.gov/contact-us/state-offices,Find an Office in Your State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA Rural Development, Room 5014-S",Rural Housing Service,Rural Development,1-202-690-1533,,,,,1-800-414-1226,,,,1-800-877-8339,1-800-438-1832,,https://www.rd.usda.gov/about-rd/agencies/rural-housing-service,Rural Housing Service,,,,,,,,
Washington,RURAL.GOV,Federal - Executive,100,Rural Development,U.S. Department of Agriculture,cyber.incidents@usda.gov,DC,,,,,,,https://www.rd.usda.gov/contact-us/national-office,Contact Rural Development,,,,,,,,,,,,,,,,,"Rural Development offers loans, grants and loan guarantees to support essential services such as housing, economic development, health care, first responder services and equipment, and water, electric and communications infrastructure.",,,https://www.rd.usda.gov/resources/forms,Rural Development Forms,Executive Department Sub-Office/Agency/Bureau,https://www.rd.usda.gov/contact-us/state-offices,Find a Rural Development Office in Your State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA Rural Development, Room 205-W",Rural Development,U.S. Department of Agriculture,1-202-720-4581,,,,,,,,,1-800-877-8339,,,https://www.rd.usda.gov/,Rural Development,,,,,,,,
,,,,,,,,,,,,,,https://offices.sc.egov.usda.gov/locator/app?state=us&agency=rd,Contact Rural Business and Cooperative Programs,,,,,,,,,,,,,,,,,"Rural Business and Cooperative Programs provides support for rural businesses, usually through grants and loans.",,,,,Executive Department Sub-Office/Agency/Bureau,https://www.rd.usda.gov/contact-us/state-offices,Find an Office in Your State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA Rural Development, Room 5045-S",Rural Business and Cooperative Programs,Rural Development,1-202-690-4730,,,,,,,,,1-800-877-8339,,,https://www.rd.usda.gov/about-rd/agencies/rural-business-cooperative-service,Rural Business and Cooperative Programs,,,,,,,,
,,,,,,,,508,96,RISK MANAGEMENT AGENCY,DEPARTMENT OF AGRICULTURE,Cabinet Level Agencies,,https://www.rma.usda.gov/en/Contact-Us,Contact the Risk Management Agency,,,,,,,,,,,,,,,,,"The Risk Management Agency administers the Federal Crop Insurance Corporation, and provides risk management information and services to farmers and producers.",mailto:RMA.CCO@rma.usda.gov,,,,Executive Department Sub-Office/Agency/Bureau,https://www.rma.usda.gov/RMALocal/Field-Offices/Regional-Offices,Risk Management Agency Local Offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 Independence Ave., SW",Risk Management Agency,U.S. Department of Agriculture,1-202-690-2803,,,,,,,,,,,,http://www.rma.usda.gov/,Risk Management Agency,,,,,,,,
,,,,,,,,,,,,,,https://rsa.ed.gov/about/people,Contact the Rehabilitation Services Administration,,,,,,,,,,,,,,,,,The Rehabilitation Services Administration oversees grant programs that help individuals with physical or mental disabilities obtain employment and live more independently.,,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of Special Education and Rehabilitative Services,Rehabilitation Services Administration,Office of Special Education and Rehabilitative Services,1-202-245-7468,,,,,1-800-827-5327,,,,1-800-437-0833,,,http://www.ed.gov/about/offices/list/osers/rsa/index.html?exp=0,Rehabilitation Services Administration,,,,,,,,
,,,,,,,,967,93,RAILROAD RETIREMENT BOARD,RAILROAD RETIREMENT BOARD,Medium Independent Agencies (100-999 employees),RRB,https://www.rrb.gov/ContactUs,Contact the Railroad Retirement Board,,,,,,,,,,,,,,,,,"The Railroad Retirement Board administers retirement, survivor, unemployment, and sickness benefits for U.S. railroad workers and their families.",,,https://rrb.gov/Benefits/Retirement/downloadableforms,Railroad Retirement Board Forms,Independent Agency,https://www.rrb.gov/Field-Office-Locator,Railroad Retirement Board Local Offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844 North Rush St.,Railroad Retirement Board (RRB),,1-312-751-4300,,,,,1-877-772-5772,,,,1-312-751-4701,,,https://rrb.gov/,Railroad Retirement Board (RRB),,,,,,,,
,,,,,,,,,,,,,RFE/RL,http://www.rferl.org/info/contact/3462.html,Contact Radio Free Europe/Radio Liberty,,,,,,,,,,,,,,,,,Radio Free Europe/Radio Liberty broadcasts news and information in 21 countries where a free press is either banned or not fully established.,,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1201 Connecticut Ave., NW",Radio Free Europe and Radio Liberty (RFE/RL),U.S. Agency for Global Media,1-202-457-6900,,,,,,,,,,,,http://www.rferl.org/,Radio Free Europe/Radio Liberty (RFE/RL),,,,,,,,
,,,,,,,,,,,,,RFA,http://www.rfa.org/english/about/contact.html,Contact Radio Free Asia,,,,,,,,,,,,,,,,,"Radio Free Asia broadcasts news and information to China, Tibet, North Korea, Vietnam, Cambodia, Laos, and Burma.",mailto:contact@rfa.org,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 M St., NW",Radio Free Asia (RFA),U.S. Agency for Global Media,1-202-530-4900,,,,,,,,,,,,http://www.rfa.org/,Radio Free Asia (RFA),,,,,,,,
,,,,,,,,,,,,,,https://www.spacecom.mil/Contact/,Contact the U.S. Space Command,,,,,,,,,,,,,,,,,The U.S. Space Command supports U.S. interests in space.,,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space Command,Unified Combatant Commands,1-719-554-3478,,,,,,,,,,,,https://www.spacecom.mil/,U.S. Space Command,,,,,,,,
,,,,,,,,,,,,,,http://www.swpa.gov/contactus.aspx,Contact the Southwestern Power Administration,,,,,,,,,,,,,,,,,The Southwestern Power Administration markets hydroelectric power generated by federal dams to public entities in several states in the south and southwest.,mailto:info@swpa.gov,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One West Third St.,Southwestern Power Administration,Power Administrations,1-918-595-6600,,,,,,,,,,,,http://www.swpa.gov/,Southwestern Power Administration,,,,,,,,
,,,,,,,,,,,,,,http://www.southcom.mil/Contact/,Contact the Southern Command,,,,,,,,,,,,,,,,,"The U.S. Southern Command is responsible for security cooperation and operations in Central America, South America, and the Caribbean.",,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9301 NW 33rd St.,Southern Command,Unified Combatant Commands,1-305-437-1000,,,,,,,,,,,,http://www.southcom.mil,Southern Command,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Southeastern Power Administration markets hydroelectric power generated by federal reservoirs to public entities in the southeastern United States.,mailto:info2@sepa.doe.gov,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166 Athens Tech Rd.,Southeastern Power Administration,Power Administrations,1-706-213-3800,,,,,,,,,,,,https://www.energy.gov/sepa/southeastern-power-administration,Southeastern Power Administration,,,,,,,,
Washington,SSAB.GOV,Federal - Executive,100,Social Security Advisory Board,Social Security Advisory Board,admin@ssab.gov,DC,,,,,,,https://www.ssab.gov/contact/,Contact the Social Security Advisory Board,,,,,,,,,,,,,,,,,"The Social Security Advisory Board advises the president, congress and the commissioner of Social Security on Social Security and Supplemental Security Income policy.",mailto:info@ssab.gov,,,,"Independent Board, Commission, Committee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 Virginia Ave., SW",Social Security Advisory Board,,1-202-475-7700,,,,,,,,,,,,https://www.ssab.gov/,Social Security Advisory Board,,,,,,,,
,,,,,,,,67486,94,SOCIAL SECURITY ADMINISTRATION,SOCIAL SECURITY ADMINISTRATION,Large Independent Agencies (1000 or more employees),SSA,https://www.ssa.gov/agency/contact/,Contact the Social Security Administration,,,,,,,,,,,,,,,,,"The Social Security Administration assigns Social Security numbers, and administers the Social Security retirement, survivors, and disability insurance programs. They also administer the Supplemental Security Income program for the aged, blind, and disabled.",,,https://www.ssa.gov/forms/,Social Security Administration Forms,Independent Agency,https://secure.ssa.gov/apps6z/FOLO/fo001.jsp,Find a Social Security Office Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401 Security Blvd.,Social Security Administration (SSA),,,,,,,1-800-772-1213,,,,1-800-325-0778,,,http://www.ssa.gov/,Social Security Administration (SSA),,,,,,,,
Washington,ITIS.GOV,Federal - Executive,100,Smithsonian Institution,Smithsonian Institution,abuse@si.edu,DC,,,,,,,http://www.si.edu/Contacts,Contact the Smithsonian Institution,,,,,,,,,,,,,,,,,"The Smithsonian is the world's largest museum and research complex, with 19 museums and galleries, the National Zoo, and 9 research facilities.",mailto:info@si.edu,,,,Quasi-official,http://www.si.edu/Visit,Visit the Smithsonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 37012,Smithsonian Institution,,1-202-633-1000,,,,,,,,,1-202-633-5285,,,http://www.si.edu/,Smithsonian Institution,,,,,,,,
,,,,,,,,3877,94,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,Large Independent Agencies (1000 or more employees),SBA,https://www.sba.gov/about-sba/organization/contact-sba,Contact the Small Business Administration,,,,,,,,,,,,,,,,,"The Small Business Administration helps Americans start, build and grow businesses. Through an extensive network of field offices and partnerships, the Small Business Administration assists and protects the interests of small business concerns.",mailto:answerdesk@sba.gov,,https://www.sba.gov/about-sba/sba-performance/policy-regulations/standard-operating-procedures/sba-forms,Small Business Administration Forms,Independent Agency,https://www.sba.gov/about-sba/sba-locations/sba-district-offices,Find an Office Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"409 3rd St., SW",Small Business Administration (SBA),,,,,,,1-800-827-5722,,,,1-704-344-6640,,,http://www.sba.gov/,Small Business Administration (SBA),,,,,,,,
,,,,,,,,,,,,,,https://www.ussc.gov/about/who-we-are/organization/contact-us,Contact the U.S. Sentencing Commission,,,,,,,,,,,,,,,,,"The U.S. Sentencing Commission studies and develops sentencing policies for the federal courts. The Commission serves as an information resource for Congress, the executive, the courts and the public on matters relating to federal crime and sentencing as well.",mailto:pubaffairs@ussc.gov,,,,Judicial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Columbus Circle, NE",Sentencing Commission,,1-202-502-4500,,,,,,,,,,,,https://www.ussc.gov/,U.S. Sentencing Commission,,,,,,,,
Arlington,SSS.GOV,Federal - Executive,92,Selective Service System,Selective Service System,soc@sss.gov,VA,178,92,SELECTIVE SERVICE SYSTEM,SELECTIVE SERVICE SYSTEM,Medium Independent Agencies (100-999 employees),SSS,https://www.sss.gov/contact/,Contact the Selective Service System,,,,,,,,,,,,,,,,,The Selective Service System provides the Department of Defense personnel in the event of a national emergency. Male citizens and immigrants are required to register with the Selective Service when they turn 18.,mailto:DMCSupport@sss.gov,,https://www.sss.gov/forms/,Selective Service System Forms,Independent Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 94638,Selective Service System (SSS),,1-847-688-6888,,,,,1-888-655-1825,,,,1-800-877-8339,,,https://www.sss.gov/,Selective Service System (SSS),,,,,,,,
,,,,,,,,3750,94,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,Large Independent Agencies (1000 or more employees),SEC,http://www.sec.gov/contact.shtml,Contact the Securities and Exchange Commission,https://www.sec.gov/oiea/Complaint.html,File an Investor Complaint,,,,,,,,,,,,,,,"The Securities and Exchange Commission oversees securities exchanges, securities brokers and dealers, investment advisors, and mutual funds in an effort to promote fair dealing, the disclosure of important market information, and to prevent fraud.",,,https://www.sec.gov/forms,Securities and Exchange Commission Forms,Independent Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 F St., NE",Securities and Exchange Commission (SEC),,1-202-551-6551,1-202-551-4119,,,,1-800-732-0330,,,,,,,http://www.sec.gov/,Securities and Exchange Commission (SEC),,,,,,,,
Washington,USSS.GOV,Federal - Executive,87,United States Secret Service,Department of Homeland Security,megan.mcgraw@usss.dhs.gov,DC,6802,100,U.S. SECRET SERVICE,DEPARTMENT OF HOMELAND SECURITY,Cabinet Level Agencies,,http://www.secretservice.gov/contact/,Contact the Secret Service,,,,,,,,,,,,,,,,,The Secret Service works to safeguard the nation's financial infrastructure. The Secret Service is also responsible for protecting national leaders and visiting heads of state.,,,,,Executive Department Sub-Office/Agency/Bureau,http://www.secretservice.gov/field_offices.shtml,Find a Field Office Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245 Murray Lane,Secret Service,U.S. Department of Homeland Security,1-202-406-5708,,,,,,,,,,,,http://www.secretservice.gov,Secret Service,,,,,,,,
,,,,,,,,,,,,,,https://www.fisheries.noaa.gov/contact-directory/contact-your-local-seafood-inspection-office,Contact the Seafood Inspection Program,,,,,,,,,,,,,,,,,"The Seafood Inspection Program provides voluntary inspection services to the seafood industry. They perform product quality evaluation, grading, and certification services.",mailto:NMFS.Seafood.Services@noaa.gov,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Oceanic and Atmospheric Administration (NOAA),Seafood Inspection Program,National Oceanic and Atmospheric Administration,1-301-713-2355,,,,,1-800-422-2750,,,,,,,https://www.fisheries.noaa.gov/topic/seafood-commerce-certification#seafood-inspection,Seafood Inspection Program,http://www.fishwatch.gov,Fishwatch (Choose seafood),,,,,,
,,,,,,,,,,,,,,https://www.energy.gov/science/contact,Contact the Science Office,,,,,,,,,,,,,,,,,The Science Office supports scientific research in 10 of the Department of Energy's National Laboratories. The Science Office also operates several open-access scientific facilities that are available for projects of sufficient scientific merit.,,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Independence Ave., SW",Science Office,U.S. Department of Energy,1-202-586-5430,,,,,,,,,,,,https://www.energy.gov/science/office-science,Science Office,,,,,,,,
,,,,,,,,133,97,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,DEPARTMENT OF TRANSPORTATION,Cabinet Level Agencies,,https://www.seaway.dot.gov/about/contact-us,Contact the Saint Lawrence Seaway Development Corporation,,,,,,,,,,,,,,,,,"The Saint Lawrence Seaway Development Corporation works to operate and maintain a safe, reliable, efficient waterway between the Great Lakes and the Atlantic Ocean.",,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 New Jersey Ave., SE",Saint Lawrence Seaway Development Corporation,U.S. Department of Transportation,1-202-366-0091,1-315-764-3200,,,,1-800-785-2779,,,,,,,http://www.seaway.dot.gov/,Saint Lawrence Seaway Development Corporation,,,,,,,,
,,,,,,,,,,,,,,https://www.srbc.net/contact-us.html,Contact the Susquehanna River Basin Commission,,,,,,,,,,,,,,,,,"The Susquehanna River Basin Commission is an interstate body, with representatives from New York, Maryland, Pennsylvania and the federal government, that manages the environmental stewardship and economic development of the Susquehanna river and its tributaries.",mailto:srbc@srbc.net,,http://www.srbc.net/forms/index.htm,Susquehanna River Basin Commission Forms,"Independent Board, Commission, Committee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423 N. Front St.,Susquehanna River Basin Commission,,1-717-238-0423,,,,,,,,,,,,http://www.srbc.net/,Susquehanna River Basin Commission,,,,,,,,
Washington,STB.GOV,Federal - Executive,100,Surface Transportation Board,Surface Transportation Board,ITSecurity.Staff@stb.gov,DC,,,,,,,https://prod.stb.gov/,Contact the Surface Transportation Board,,,,,,,,,,,,,,,,,"The Surface Transportation Board regulates and decides disputes involving railroad rates, railroad mergers or line sales, and certain other transportation matters.",mailto:rcpa@stb.gov,,,,Independent Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"395 E St., SW",Surface Transportation Board,,1-202-245-0245,,,,,,,,,1-800-877-8339,,,https://www.stb.gov/,Surface Transportation Board,,,,,,,,
,,,,,,,,,,,,,,http://www.supremecourt.gov/contact/contactus.aspx,Contact the Supreme Court of the United States,,,,,,,,,,,,,,,,,"The U.S. Supreme Court is the final appellate court of the U.S. judicial system. It has the power to review and overturn the decisions of lower courts. The Supreme Court also has original jurisdiction (being the first and final court to hear a case) in certain cases involving public officials, ambassadors, or disputes between states.",,,,,Judicial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One First St., NE",Supreme Court of the United States,,1-202-479-3000,1-202-479-3030,,,,,,,,1-202-479-3472,,,http://www.supremecourtus.gov/,Supreme Court of the United States,,,,,,,,
Rockville,STOPALCOHOLABUSE.GOV,Federal - Executive,95,Substance Abuse and Mental Health Services Administration,Department of Health and Human Services,responsibledisclosure@hhs.gov,MD,520,95,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,DEPARTMENT OF HEALTH AND HUMAN SERVICES,Cabinet Level Agencies,SAMHSA,http://www.samhsa.gov/about-us/contact-us,Contact the Substance Abuse and Mental Health Services Administration,http://www.suicidepreventionlifeline.org/,Suicide Prevention Hotline,,,,,,,,,,,,,,,The Substance Abuse and Mental Health Services Administration works to improve substance abuse and mental health treatment services to those who are most in need of them.,mailto:SAMHSAInfo@samhsa.hhs.gov,,https://www.samhsa.gov/dtac/ccp-toolkit/ccp-data-forms-trainings,Crisis Counseling Assistance and Training Program Forms,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMHSA Health Information Network,Substance Abuse and Mental Health Services Administration (SAMHSA),U.S. Department of Health and Human Services,,,,,,1-877-726-4727,1-800-273-8255,,,1-800-487-4889,,,https://www.samhsa.gov/,Substance Abuse and Mental Health Services Administration,,,,,,,,
,,,,,,,,,,,,,,https://www.stratcom.mil/Contact,Contact the Strategic Command,,,,,,,,,,,,,,,,,"The U.S. Strategic Command detects and deters attacks against the U.S. and its allies. Their mission includes nuclear deterrence, space, and cyberspace capabilities.",,,,,Executive Department Sub-Office/Agency/Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Affairs Office (J020),Strategic Command,Unified Combatant Commands,402-294-1110,,,,,,,,,,,,http://www.stratcom.mil,Strategic Command,,,,,,,,
