path,name,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_0_link,usagov_email_0_title,usagov_email_1_link,usagov_email_1_title,usagov_find_an_office_near_you_0_link,usagov_find_an_office_near_you_0_title,usagov_find_an_office_near_you_1_link,usagov_find_an_office_near_you_1_title,usagov_find_an_office_near_you_2_link,usagov_find_an_office_near_you_2_title,usagov_find_an_office_near_you_3_link,usagov_find_an_office_near_you_3_title,usagov_find_an_office_near_you_4_link,usagov_find_an_office_near_you_4_title,usagov_find_an_office_near_you_5_link,usagov_find_an_office_near_you_5_title,usagov_find_an_office_near_you_6_link,usagov_find_an_office_near_you_6_title,usagov_find_an_office_near_you_7_link,usagov_find_an_office_near_you_7_title,usagov_find_an_office_near_you_8_link,usagov_find_an_office_near_you_8_title,usagov_find_an_office_near_you_9_link,usagov_find_an_office_near_you_9_title,usagov_find_an_office_near_you_10_link,usagov_find_an_office_near_you_10_title,usagov_find_an_office_near_you_11_link,usagov_find_an_office_near_you_11_title,usagov_find_an_office_near_you_12_link,usagov_find_an_office_near_you_12_title,usagov_find_an_office_near_you_13_link,usagov_find_an_office_near_you_13_title,usagov_find_an_office_near_you_14_link,usagov_find_an_office_near_you_14_title,usagov_find_an_office_near_you_15_link,usagov_find_an_office_near_you_15_title,usagov_find_an_office_near_you_16_link,usagov_find_an_office_near_you_16_title,usagov_find_an_office_near_you_17_link,usagov_find_an_office_near_you_17_title,usagov_main_address_0,usagov_main_address_1,usagov_main_address_2,usagov_main_address_3,usagov_main_address_4,usagov_main_address_5,usagov_name,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_toll-free_number_0,usagov_toll-free_number_1,usagov_toll-free_number_2,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title
"/US FEDERAL GOVERNMENT/[usagov] Office of Surface Mining, Reclamation and Enforcement","[usagov] Office of Surface Mining, Reclamation and Enforcement",https://www.osmre.gov/contact-us/state-tribal-contacts,,https://www.osmre.gov/contact-us/state-tribal-contacts,"Contact the Office of Surface Mining, Reclamation and Enforcement",,,,,,,,,,,,,,,"The Office of Surface Mining, Reclamation and Enforcement protects populations and the environment during surface coal mining operations. The Office also works to clean and put to good use abandoned mine sites. These missions are accomplished primarily through regulation and oversight of state programs.",mailto:getinfo@osmre.gov,,mailto:getinfo@osmre.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1951 Constitution Ave., NW","Washington,",DC,20240,,,"Office of Surface Mining, Reclamation and Enforcement",1-202-208-2565,,,,,,1-202-208-2694,,,http://www.osmre.gov/,"Surface Mining, Reclamation and Enforcement",,,,,,
/US FEDERAL GOVERNMENT/[usagov] Supreme Court of the United States,[usagov] Supreme Court of the United States,http://www.supremecourt.gov/contact/contactus.aspx,,http://www.supremecourt.gov/contact/contactus.aspx,Contact the Supreme Court of the United States,,,,,,,,,,,,,,,"The U.S. Supreme Court is the final appellate court of the U.S. judicial system. It has the power to review and overturn the decisions of lower courts. The Supreme Court also has original jurisdiction (being the first and final court to hear a case) in certain cases involving public officials, ambassadors, or disputes between states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One First St., NE","Washington,",DC,20543,,,Supreme Court of the United States,1-202-479-3000,1-202-479-3030 (Visitor Information),,,,,1-202-479-3472,,,http://www.supremecourtus.gov/,Supreme Court of the United States,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Substance Abuse and Mental Health Services Administration,[usagov] Substance Abuse and Mental Health Services Administration,http://www.samhsa.gov/about-us/contact-us,Contact the Substance Abuse and Mental Health Services Administration,http://www.suicidepreventionlifeline.org/,Suicide Prevention Hotline,,,,,,,,,,,,,,,The Substance Abuse and Mental Health Services Administration works to improve substance abuse and mental health treatment services to those who are most in need of them.,mailto:SAMHSAInfo@samhsa.hhs.gov,,mailto:SAMHSAInfo@samhsa.hhs.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMHSA Health Information Network,PO Box 2345,"Rockville,",MD,20847-2345,,Substance Abuse and Mental Health Services Administration,,,,1-877-726-4727,1-800-273-8255 (Suicide Prevention Lifeline),,1-800-487-4889,,,https://www.samhsa.gov/,Substance Abuse and Mental Health Services Administration,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Strategic Command,[usagov] U.S. Strategic Command,https://www.stratcom.mil/Contact,,https://www.stratcom.mil/Contact,Contact the Strategic Command,,,,,,,,,,,,,,,"The U.S. Strategic Command detects and deters attacks against the U.S. and its allies. Their mission includes nuclear deterrence, space, and cyberspace capabilities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Affairs Office (J020),900 SAC BLVD STE N3.126,"Offut Air Force Base,",NE,68113-6020,,U.S. Strategic Command,402-294-1110,,,,,,,,,http://www.stratcom.mil,Strategic Command,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Stennis Center for Public Service,[usagov] Stennis Center for Public Service,,,,,,,,,,,,,,,,,,,The Stennis Center provides leadership training to young people interested in careers in public service. It also offers training and development opportunities to congresspeople and their staffs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One Research Blvd.,Suite 104,"Starkville,",MS,39759,,Stennis Center for Public Service,1-662-325-8409,,,,,,,,,http://www.stennis.gov/,Stennis Center for Public Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] State Justice Institute,[usagov] State Justice Institute,,,,,,,,,,,,,,,,,,,The State Justice Institute is a grant-making organization dedicated to improving the quality of justice in all state courts. It also works to facilitate better coordination between state and federal courts.,mailto:contact@sji.gov,,mailto:contact@sji.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11951 Freedom Dr.,Suite 1020,"Reston,",VA,20190,,State Justice Institute,1-571-313-8843,,,,,,,,,http://www.sji.gov/about.php,State Justice Institute,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Special Operations Command,[usagov] U.S. Special Operations Command,https://www.socom.mil/contact,,https://www.socom.mil/contact,Contact the Special Operations Command,,,,,,,,,,,,,,,"The Special Operations Command oversees the special operations capabilities of the various military branches, coordinates their training, strategy, interoperability and operations.",mailto:public.affairs@socom.mil,,mailto:public.affairs@socom.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7701 Tampa Point Blvd.,"MacDill Air Force Base,",FL,33621,,,U.S. Special Operations Command,1-813-826-4600 (Media Inquiries),,,,,,,,,https://www.socom.mil/,Special Operations Command,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Office of Special Education and Rehabilitative Services,[usagov] Office of Special Education and Rehabilitative Services,https://www2.ed.gov/about/offices/list/osers/contacts.html,,https://www2.ed.gov/about/offices/list/osers/contacts.html,Contact the Office of Special Education and Rehabilitative Services,,,,,,,,,,,,,,,"The Office of Special Education and Rehabilitative Services provides a wide array of supports to parents, students, school districts, and states in three main areas: special education, vocational rehabilitation, and research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 Maryland Ave., SW","Washington,",DC,20202-7100,,,Office of Special Education and Rehabilitative Services,1-202-245-7468,,,1-800-872-5327,,,1-202-205-4208,,,http://www.ed.gov/about/offices/list/osers/index.html,Office of Special Education and Rehabilitative Services (OSERS),,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Fleet Forces Command,[usagov] U.S. Fleet Forces Command,https://www.usff.navy.mil/Contact-Us/,,https://www.usff.navy.mil/Contact-Us/,Contact the U.S. Fleet Forces Command,,,,,,,,,,,,,,,"U.S. Fleet Forces Command organizes, staffs, trains, maintains, and equips Navy forces, and develops fleet readiness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fleet Public Affairs (N01P),"1562 Mitscher Ave., Suite 250","Norfolk,",VA,23551-2487,,U.S. Fleet Forces Command,1-757-836-3644,,,,,,,,,https://www.usff.navy.mil/,U.S. Fleet Forces Command,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Fire Administration,[usagov] U.S. Fire Administration,https://www.usfa.fema.gov/contact.html,,https://www.usfa.fema.gov/contact.html,Contact the U.S. Fire Administration,,,,,,,,,,,,,,,"The United States Fire Administration, part of the Federal Emergency Management Agency, works to prepare for, prevent, respond to all hazards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16825 South Seton Ave.,"Emmitsburg,",MD,21727,,,U.S. Fire Administration,301-447-1117,,,1-800-238-3358,,,,,,https://www.usfa.fema.gov/,U.S. Fire Administration,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Department of State,[usagov] U.S. Department of State,https://register.state.gov/contactus/contactusform,Contact the Department of State,https://travel.state.gov/content/travel/en/international-travel/emergencies.html,Help for Americans During a Crisis Abroad,,,,,,,,,,,,,,,"The Department of State advises the President and leads the nation in foreign policy issues. The State Department negotiates treaties and agreements with foreign entities, and represents the United States at the United Nations.",,,,,https://travel.state.gov/content/travel/en/consularnotification/ConsularNotificationandAccess.html,Foreign Embassies in the United States,https://www.usembassy.gov/,U.S. Embassies World-Wide,https://travel.state.gov/content/travel/en/passports/get-fast/passport-agencies.html,Find the Passport Agency Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2201 C St., NW","Washington,",DC,20520,,,U.S. Department of State,1-202-647-4000,,,,,,1-800-877-8339 (Federal Relay Service),,,https://www.state.gov/,Department of State (DOS),,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Department of Commerce,[usagov] U.S. Department of Commerce,https://www.commerce.gov/about/contact-us,,https://www.commerce.gov/about/contact-us,Contact the U.S. Department of Commerce,,,,,,,,,,,,,,,"The Department of Commerce works with businesses, universities, communities, and the Nation’s workers to promote job creation, economic growth, sustainable development, and improved standards of living for Americans.",mailto:TheSec@doc.gov,,mailto:TheSec@doc.gov,,https://www.commerce.gov/locations,,https://www.commerce.gov/locations,Commerce Offices Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1401 Constitution Ave., NW","Washington,",DC,20230,,,U.S. Department of Commerce,1-202-482-2000,1-202-482-1154 (Library),,,,,,,,https://www.commerce.gov/,U.S. Department of Commerce,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Department of Agriculture,[usagov] U.S. Department of Agriculture,https://ask.usda.gov/s/contactsupport,Contact the U.S. Department of Agriculture (USDA),https://www.fns.usda.gov/assistance-children-kindergarten-12th-grade,Child Nutrition Programs,https://www.fns.usda.gov/snap/state-directory,Food Stamps,https://www.fsis.usda.gov/food-safety/safe-food-handling-and-preparation/usda-meat-and-poultry-hotline,Meat and Poultry Hotline,https://offices.sc.egov.usda.gov/employeeDirectory/app,Employee Directory,,,,,,,,,"The Department of Agriculture provides leadership on food, agriculture, natural resources, and related issues.",,,,,https://www.rd.usda.gov/about-rd/state-offices,Rural Development Office Locator,https://www.usdalocalfoodportal.com/fe/fdirectory_farmersmarket/,Farmers Markets Near You,https://offices.sc.egov.usda.gov/locator/app,Find a Service Center Near You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 Independence Ave. SW,"Washington,",DC,20250,,,U.S. Department of Agriculture,1-202-720-2791,,,1-833-ONE-USDA,,,,,,https://www.usda.gov/,U.S. Department of Agriculture (USDA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Cyber Command,[usagov] U.S. Cyber Command,https://www.cybercom.mil/Contact-Us/,,https://www.cybercom.mil/Contact-Us/,Contact the U.S. Cyber Command,,,,,,,,,,,,,,,The U.S. Cyber Command coordinates cyberspace operations to defend U.S. interests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Cyber Command,,,,,,,,,,https://www.cybercom.mil/,U.S. Cyber Command,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Customs and Border Protection,[usagov] U.S. Customs and Border Protection,https://www.cbp.gov/contact/,Contact Customs and Border Protection,https://awt.cbp.gov/,Check Airport Wait Times,,,,,,,,,,,,,,,"Customs and Border Protection prevents people from entering the country illegally, or bringing anything harmful or illegal into the United States.",,,,,https://www.cbp.gov/contact/ports,,https://www.cbp.gov/contact/ports,"Ports of Entry—Air, Land, and Sea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1300 Pennsylvania Ave., NW","Washington,",DC,20229,,,U.S. Customs and Border Protection,1-202-325-8000,,,1-877-CBP-5511 (1-877-227-5511),,,1-866-880-6582,,,https://www.cbp.gov/,U.S. Customs and Border Protection,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Court of Appeals for Veterans Claims,[usagov] U.S. Court of Appeals for Veterans Claims,http://www.uscourts.cavc.gov/contact.php,,http://www.uscourts.cavc.gov/contact.php,Contact the U.S. Court of Appeals for Veterans Claims,,,,,,,,,,,,,,,The Court of Appeals for Veterans Claims hears appeals of decisions made by the Board of Veterans Appeals. You must have a decision from the Board of Veterans Appeals to bring a case before this court.,mailto:efiling@uscourts.cavc.gov,,mailto:efiling@uscourts.cavc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625 Indiana Ave., NW",Suite 900,"Washington,",DC,20004-2950,,U.S. Court of Appeals for Veterans Claims,1-202-501-5970,1-202-418-3453 (E-filing information),,,,,,,,http://www.uscourts.cavc.gov,U.S. Court of Appeals for Veterans Claims,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Commodity Futures Trading Commission,[usagov] U.S. Commodity Futures Trading Commission,https://www.cftc.gov/Contact/index.htm,,https://www.cftc.gov/Contact/index.htm,Contact the Commodity Futures Trading Commission,,,,,,,,,,,,,,,"The Commodity Futures Trading Commission protects the public from fraud, manipulation, and abusive practices related to the sale of commodity and financial futures and options, and to fosters open, competitive, and financially sound futures and option markets. They investigate and prosecute commodities fraud, including foreign currency schemes, energy manipulation and hedge fund fraud, and works with other federal and state agencies to bring criminal and other actions.",mailto:questions@cftc.gov,,mailto:questions@cftc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of External Affairs,Three Lafayette Center,"1155 21st St., NW","Washington,",DC,20581,U.S. Commodity Futures Trading Commission,1-202-418-5000,,,,,,1-202-418-5514,,,https://www.cftc.gov/,Commodity Futures Trading Commission (CFTC),,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Commission on International Religious Freedom,[usagov] U.S. Commission on International Religious Freedom,http://www.uscirf.gov/about-uscirf/contact-us,,http://www.uscirf.gov/about-uscirf/contact-us,Contact the U.S. Commission on International Religious Freedom,,,,,,,,,,,,,,,"The U.S. Commission on International Religious Freedom reviews the facts and circumstances of violations of religious freedom internationally and to make policy recommendations to the President, the Secretary of State and Congress.",mailto:communications@uscirf.gov,,mailto:communications@uscirf.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800 North Capitol St., NW",Suite 790,"Washington,",DC,20002,,U.S. Commission on International Religious Freedom,1-202-523-3240,,,,,,,,,http://www.uscirf.gov/,U.S. Commission on International Religious Freedom,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Commission of Fine Arts,[usagov] U.S. Commission of Fine Arts,https://www.cfa.gov/contact-us,,https://www.cfa.gov/contact-us,Contact the U.S. Commission of Fine Arts,,,,,,,,,,,,,,,"The U. S. Commission of Fine Arts advises the government on matters pertaining to the arts, and to guide the architectural development of Washington.",mailto:cfastaff@cfa.gov,,mailto:cfastaff@cfa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401 F St., NW",Suite 312,"Washington,",DC,20001-2728,,U.S. Commission of Fine Arts,1-202-504-2200,,,,,,,,,http://www.cfa.gov/,U.S. Commission of Fine Arts,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Coast Guard,[usagov] U.S. Coast Guard,https://www.uscg.mil/contact/,For Maritime Emergencies Only,https://www.news.uscg.mil/News_Region/,Public Affairs Offices by Region,,,,,,,,,,,,,,,The U.S. Coast Guard safeguards the maritime interests of the United States and the environment around the world.,,,,,https://www.uscg.mil/Units/Coast-Guard-A-to-Z/,,https://www.uscg.mil/Units/Coast-Guard-A-to-Z/,Find Coast Guard Installations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,U.S. Coast Guard,1-703-313-5800 (Local Notices for Mariners),,,,,,,,,https://www.uscg.mil/,U.S. Coast Guard,https://www.uscgboating.org/,Boating Safety Resource Center,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Army Corps of Engineers,[usagov] U.S. Army Corps of Engineers,http://www.usace.army.mil/ContactUs/Pages/default.aspx,,http://www.usace.army.mil/ContactUs/Pages/default.aspx,Contact the U.S. Army Corps of Engineers,,,,,,,,,,,,,,,"The Army Corps of Engineers provides public engineering services in peace and war to strengthen national security, energize the economy, and reduce risks from disasters.",mailto:hq-publicaffairs@usace.army.mil,,mailto:hq-publicaffairs@usace.army.mil,,http://www.usace.army.mil/Locations.aspx,,http://www.usace.army.mil/Locations.aspx,Divisions and Districts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441 G St., NW","Washington,",DC,20314-1000,,,U.S. Army Corps of Engineers,1-202-761-0011,,,,,,,,,http://www.usace.army.mil/,U.S. Army Corps of Engineers,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Army,[usagov] U.S. Army,https://www.army.mil/contact/,,https://www.army.mil/contact/,Contact the U.S. Army,,,,,,,,,,,,,,,"The U.S. Army organizes, trains, and equips active duty and Reserve forces to preserve the peace, security, and defense of the United States.",,,,,https://www.goarmy.com/locate-a-recruiter.html,Army Recruiter Locator,https://installations.militaryonesource.mil/,Find Army Installations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Pentagon,"Washington,",DC,20310,,,U.S. Army,1-703-695-6518,,,,,,,,,https://www.army.mil/,U.S. Army,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Arctic Research Commission,[usagov] U.S. Arctic Research Commission,https://www.arctic.gov/contact/,,https://www.arctic.gov/contact/,Contact the U.S. Arctic Research Commission,,,,,,,,,,,,,,,The U.S. Arctic Research Commission develops and recommends a national Arctic research policy.,mailto:info@arctic.gov,,mailto:info@arctic.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350 N. Fairfax Dr.,Suite 510,"Arlington,",VA,22203,,U.S. Arctic Research Commission,1-703-525-0111,,,,,,,,,https://www.arctic.gov/,U.S. Arctic Research Commission,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Air Force Reserve Command,[usagov] U.S. Air Force Reserve Command,https://www.afrc.af.mil/Contact-Us/,Contact the U.S. Air Force Reserve Command,https://afreserve.com/join-now,Join the Air Force Reserve,,,,,,,,,,,,,,,The Air Force Reserve Command performs missions and supports Air Force operations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693 Lakeside Circle,"Robins Air Force Base,",GA,31098,,,U.S. Air Force Reserve Command,1-478-327-1753,1-800-257-1212 (Contact a Recruiter),,,,,,,,https://www.afrc.af.mil/,U.S. Air Force Reserve Command,https://www.afreserve.com/,Air Force Reserve Recruiting,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Air Force,[usagov] U.S. Air Force,https://www.af.mil/Contact-Us/,,https://www.af.mil/Contact-Us/,Contact the U.S. Air Force,,,,,,,,,,,,,,,The Air Force defends the United States in the air and space.,,,,,https://www.airforce.com/find-a-recruiter,Air Force Recruiter Locator,https://www.airforce.com/lifestyle/locations,Find Air Force Installations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690 Air Force Pentagon,"Washington,",DC,20330-1670,,,U.S. Air Force,,,,1-800-423-8723,,,,,,https://www.af.mil/,U.S. Air Force,,,,,,
